time,open,high,low,close,Chars,Chars,Chars,Chars,Chars,Chars,Chars,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close)
1756683600,23532.5,23536.75,23530,23536,0,0,0,0,0,0,0,NaN,23536.75,23530,23536
1756683900,23536.5,23537.75,23530,23535.75,0,0,0,0,0,0,0,NaN,23537.75,23530,23535.75
1756684200,23535.25,23537.5,23533.5,23535.5,0,0,0,0,0,0,0,NaN,23537.5,23533.5,23535.5
1756684500,23535.75,23538.5,23533,23538.5,0,0,0,0,0,0,0,NaN,23538.5,23533,23538.5
1756684800,23538.5,23541,23530,23538,0,0,0,0,0,0,0,NaN,23541,23530,23538
1756685100,23537,23548.75,23537,23544,0,0,0,0,0,0,0,NaN,23548.75,23537,23544
1756685400,23543.5,23552.25,23538.75,23549.5,0,0,0,0,0,0,0,NaN,23552.25,23538.75,23549.5
1756685700,23549,23552.5,23547.5,23550.5,0,0,0,0,0,0,0,NaN,23552.5,23547.5,23550.5
1756686000,23550,23550,23539.25,23540.25,0,0,0,0,0,0,0,NaN,23550,23539.25,23540.25
1756686300,23539.5,23539.5,23530,23537,0,0,0,0,0,0,0,NaN,23539.5,23530,23537
1756686600,23537,23541.5,23533.25,23533.25,0,0,0,0,0,0,0,NaN,23541.5,23533.25,23533.25
1756686900,23533.75,23535.25,23530,23533.75,0,0,0,0,0,0,0,NaN,23535.25,23530,23533.75
1756687200,23534.25,23539.75,23533.5,23539.75,0,0,0,0,0,0,0,NaN,23539.75,23533.5,23539.75
1756687500,23539.25,23544.5,23539.25,23541.5,0,0,0,0,0,0,0,NaN,23544.5,23539.25,23541.5
1756687800,23541.5,23542.75,23539.25,23539.25,0,0,0,0,0,0,0,NaN,23542.75,23539.25,23539.25
1756688100,23539,23541,23537.75,23537.75,0,0,0,0,0,0,0,NaN,23541,23537.75,23537.75
1756688400,23538.5,23540.25,23531,23539,0,0,0,0,0,0,0,NaN,23540.25,23531,23539
1756688700,23539.75,23539.75,23531.5,23533.5,0,0,0,0,0,0,0,NaN,23539.75,23531.5,23533.5
1756689000,23533.25,23537.75,23532,23536,0,0,0,0,0,0,0,NaN,23537.75,23532,23536
1756689300,23535.5,23539,23529.5,23530,0,0,0,0,0,0,0,NaN,23539,23529.5,23530
1756689600,23529.5,23533.75,23529.5,23530.75,0,0,0,0,0,0,0,NaN,23533.75,23529.5,23530.75
1756689900,23531.25,23537.5,23531.25,23534.75,0,0,0,0,0,0,0,NaN,23537.5,23531.25,23534.75
1756690200,23534.75,23538.25,23531.75,23535,0,0,0,0,0,0,0,NaN,23538.25,23531.75,23535
1756690500,23535,23535.75,23529.5,23530.75,0,0,0,0,0,0,0,NaN,23535.75,23529.5,23530.75
1756690800,23530.75,23533.75,23529.75,23532.25,0,0,0,0,0,0,0,NaN,23533.75,23529.75,23532.25
1756691100,23532.25,23535.25,23531.5,23532.25,0,0,0,0,0,0,0,NaN,23535.25,23531.5,23532.25
1756691400,23531,23532,23508.25,23509,0,0,0,0,0,0,0,NaN,23532,23508.25,23509
1756691700,23509,23520.25,23508.75,23517.75,0,0,0,0,0,0,0,NaN,23520.25,23508.75,23517.75
1756692000,23518,23518.5,23503.25,23506,0,0,0,0,0,0,0,NaN,23518.5,23503.25,23506
1756692300,23506.75,23508.5,23502.75,23503.25,0,0,0,0,0,0,0,NaN,23508.5,23502.75,23503.25
1756692600,23503.5,23505,23486.25,23487.5,0,0,0,0,0,0,0,NaN,23505,23486.25,23487.5
1756692900,23487.75,23489.75,23479.5,23482,0,0,0,0,0,0,0,NaN,23489.75,23479.5,23482
1756693200,23481.25,23489.5,23476.25,23480.5,0,0,0,0,0,0,0,NaN,23489.5,23476.25,23480.5
1756693500,23481,23482.5,23474.25,23477,0,0,0,0,0,0,0,NaN,23482.5,23474.25,23477
1756693800,23476.25,23480.5,23471,23478.75,0,0,0,0,0,0,0,NaN,23480.5,23471,23478.75
1756694100,23477.75,23485.75,23475,23475.75,0,0,0,0,0,0,0,NaN,23485.75,23475,23475.75
1756694400,23476,23478.5,23466,23473.25,0,0,0,0,0,0,0,NaN,23478.5,23466,23473.25
1756694700,23473.25,23483.25,23473.25,23478.75,0,0,0,0,0,0,0,NaN,23483.25,23473.25,23478.75
1756695000,23479,23479.5,23468,23470.25,0,0,0,0,0,0,0,NaN,23479.5,23468,23470.25
1756695300,23470.5,23474.25,23468,23469,0,0,0,0,0,0,0,NaN,23474.25,23468,23469
1756695600,23469,23474.75,23453,23473.75,0,0,0,0,0,0,0,NaN,23474.75,23453,23473.75
1756695900,23473.25,23480.25,23473.25,23478.5,0,0,0,0,0,0,0,NaN,23480.25,23473.25,23478.5
1756696200,23479,23484.75,23477.25,23480,0,0,0,0,0,0,0,NaN,23484.75,23477.25,23480
1756696500,23480,23481.5,23461,23462,0,0,0,0,0,0,0,NaN,23481.5,23461,23462
1756696800,23463,23468.5,23441,23442.5,0,0,0,0,0,0,0,NaN,23468.5,23441,23442.5
1756697100,23443.75,23446.5,23433.75,23442.5,0,0,0,0,0,0,0,NaN,23446.5,23433.75,23442.5
1756697400,23444.75,23449,23437,23437.25,0,0,0,0,0,0,0,NaN,23449,23437,23437.25
1756697700,23437,23443,23431.75,23442.75,0,0,0,0,0,0,0,NaN,23443,23431.75,23442.75
1756698000,23443,23448.75,23442.25,23446.75,0,0,0,0,0,0,0,NaN,23448.75,23442.25,23446.75
1756698300,23448,23450,23441.25,23444.25,0,0,0,0,0,0,0,NaN,23450,23441.25,23444.25
1756698600,23444.75,23447.25,23442.25,23443.25,0,0,0,0,0,0,0,NaN,23447.25,23442.25,23443.25
1756698900,23443,23447,23440.25,23442.25,0,0,0,0,0,0,0,NaN,23447,23440.25,23442.25
1756699200,23442,23443,23438.25,23440.75,0,1,0,0,0,0,0,NaN,23443,23438.25,23440.75
1756699500,23441.5,23445.5,23437.25,23443.75,0,0,0,0,0,0,0,NaN,23445.5,23437.25,23443.75
1756699800,23444.5,23447.5,23438.75,23438.75,0,0,0,0,0,0,0,NaN,23447.5,23438.75,23438.75
1756700100,23440,23441.25,23434,23435.75,0,0,0,0,0,0,0,NaN,23441.25,23434,23435.75
1756700400,23435.5,23444.75,23435.25,23441,0,0,0,0,0,0,0,NaN,23444.75,23435.25,23441
1756700700,23442,23442,23432,23433,0,0,0,0,0,0,0,NaN,23442,23432,23433
1756701000,23433.25,23433.5,23420.25,23425,0,0,0,0,0,0,0,NaN,23433.5,23420.25,23425
1756701300,23425.25,23425.25,23406.75,23410.5,0,0,0,0,0,0,0,NaN,23425.25,23406.75,23410.5
1756701600,23409.75,23420.25,23408.75,23418.75,0,0,0,0,0,0,0,NaN,23420.25,23408.75,23418.75
1756701900,23419.25,23438.5,23416.75,23437.75,0,0,0,0,0,0,0,NaN,23438.5,23416.75,23437.75
1756702200,23438.25,23442.25,23425.75,23437.75,0,0,0,0,0,0,0,NaN,23442.25,23425.75,23437.75
1756702500,23437.25,23439.75,23427.75,23428,0,0,0,0,0,0,0,NaN,23439.75,23427.75,23428
1756702800,23427,23433.5,23418.75,23429.75,0,0,0,0,0,0,0,NaN,23433.5,23418.75,23429.75
1756703100,23430,23431,23417.25,23418,0,0,0,0,0,0,0,NaN,23431,23417.25,23418
1756703400,23417.5,23424.75,23410,23421.75,0,0,0,0,0,0,0,NaN,23424.75,23410,23421.75
1756703700,23422.25,23426.5,23414,23419.75,0,0,0,0,0,0,0,NaN,23426.5,23414,23419.75
1756704000,23419.75,23430.5,23419.75,23428,0,0,0,0,0,0,0,NaN,23430.5,23419.75,23428
1756704300,23429,23436,23428,23435.75,0,0,0,0,0,0,0,NaN,23436,23428,23435.75
1756704600,23436,23441.75,23430.25,23439.5,0,0,0,0,0,0,0,NaN,23441.75,23430.25,23439.5
1756704900,23438.75,23443.75,23434.25,23439.75,0,0,0,0,0,0,0,NaN,23443.75,23434.25,23439.75
1756705200,23440,23449.25,23440,23447.75,0,0,0,0,0,0,0,NaN,23449.25,23440,23447.75
1756705500,23447.5,23448,23427,23433,0,0,0,0,0,0,0,NaN,23448,23427,23433
1756705800,23433,23444.75,23424.5,23434,0,0,0,0,0,0,0,NaN,23444.75,23424.5,23434
1756706100,23435,23437.25,23428,23429.5,0,0,0,0,0,0,0,NaN,23437.25,23428,23429.5
1756706400,23429.5,23430.5,23407.5,23408.75,0,0,0,0,0,0,0,NaN,23430.5,23407.5,23408.75
1756706700,23409.25,23416.75,23392.5,23398.25,0,0,0,0,0,0,0,NaN,23416.75,23392.5,23398.25
1756707000,23398.5,23399,23392,23398,0,0,0,0,0,0,0,NaN,23399,23392,23398
1756707300,23398.75,23400,23390.5,23398.5,0,0,0,0,0,0,0,NaN,23400,23390.5,23398.5
1756707600,23398,23400,23393.5,23394.75,0,0,0,0,0,0,0,NaN,23400,23393.5,23394.75
1756707900,23394.5,23394.5,23370.5,23374.75,0,0,0,0,0,0,0,NaN,23394.5,23370.5,23374.75
1756708200,23375.75,23400,23375.75,23395.75,0,0,0,0,0,0,0,NaN,23400,23375.75,23395.75
1756708500,23396.25,23424.75,23393.5,23424.25,0,0,0,0,0,0,0,NaN,23424.75,23393.5,23424.25
1756708800,23424.25,23459,23420.25,23458.75,0,0,0,0,0,0,0,NaN,23459,23420.25,23458.75
1756709100,23458.75,23474,23445.25,23447.75,0,0,0,0,0,0,0,NaN,23474,23445.25,23447.75
1756709400,23447,23455.25,23441.25,23446.75,0,0,0,0,0,0,0,NaN,23455.25,23441.25,23446.75
1756709700,23447.75,23452.5,23442,23448.75,0,0,0,0,0,0,0,NaN,23452.5,23442,23448.75
1756710000,23449.75,23468.75,23447,23466.75,0,0,0,0,0,0,0,NaN,23468.75,23447,23466.75
1756710300,23467,23467.5,23447,23450,0,0,0,0,0,0,0,NaN,23467.5,23447,23450
1756710600,23449.25,23451,23442.25,23449.25,0,0,0,0,0,0,0,NaN,23451,23442.25,23449.25
1756710900,23449.75,23462.25,23444.75,23454.25,0,0,0,0,0,0,0,NaN,23462.25,23444.75,23454.25
1756711200,23455,23458.5,23445.25,23456.5,0,0,0,0,0,0,0,NaN,23458.5,23445.25,23456.5
1756711500,23456.75,23475.25,23452.75,23473.25,0,0,0,0,0,0,0,NaN,23475.25,23452.75,23473.25
1756711800,23473.75,23475.75,23463.75,23471,0,0,0,0,0,0,0,NaN,23475.75,23463.75,23471
1756712100,23471.75,23477,23464.5,23471.75,0,0,0,0,0,0,0,NaN,23477,23464.5,23471.75
1756712400,23471.5,23474.5,23466.25,23472.25,0,0,0,0,0,0,0,NaN,23474.5,23466.25,23472.25
1756712700,23472.5,23477.5,23470.75,23472,0,0,0,0,0,0,0,NaN,23477.5,23470.75,23472
1756713000,23473,23473.25,23465.5,23465.5,0,0,0,0,0,0,0,NaN,23473.25,23465.5,23465.5
1756713300,23465,23471.5,23457.5,23470.5,0,0,0,0,0,0,0,NaN,23471.5,23457.5,23470.5
1756713600,23469.5,23470.75,23460.5,23465.25,0,0,0,0,0,0,0,NaN,23470.75,23460.5,23465.25
1756713900,23466.5,23481.5,23459.75,23479,0,0,0,0,0,0,0,NaN,23481.5,23459.75,23479
1756714200,23478.25,23481.75,23470.5,23472.75,0,0,0,0,0,0,0,NaN,23481.75,23470.5,23472.75
1756714500,23474,23477.75,23462.75,23468.25,0,0,0,0,0,0,0,NaN,23477.75,23462.75,23468.25
1756714800,23468.75,23488,23468.75,23486.25,0,0,0,0,0,0,0,NaN,23488,23468.75,23486.25
1756715100,23486.25,23489.25,23479.25,23485,0,0,0,0,0,0,0,NaN,23489.25,23479.25,23485
1756715400,23484,23492.5,23483.75,23490,0,0,0,0,0,0,0,NaN,23492.5,23483.75,23490
1756715700,23489.5,23502.5,23489.25,23496,0,0,0,0,0,0,0,NaN,23502.5,23489.25,23496
1756716000,23496.75,23500.25,23491.25,23495.25,0,0,0,0,0,0,0,NaN,23500.25,23491.25,23495.25
1756716300,23495,23497.75,23484.25,23486.75,0,0,0,0,0,0,0,NaN,23497.75,23484.25,23486.75
1756716600,23486.75,23487.5,23480.75,23485.25,0,0,0,0,0,0,0,NaN,23487.5,23480.75,23485.25
1756716900,23485.25,23493,23479,23490.75,0,0,0,0,0,0,0,NaN,23493,23479,23490.75
