time,open,high,low,close,Chars,Chars,Chars,Chars,Chars,Chars,Chars,PlotCandle (Open),PlotCandle (High,PlotCandle (Low),PlotCandle (Close)
2025-09-16T10:10:00-04:00,24544.75,24550.75,24520.75,24538.25,0,0,0,0,0,0,0,NaN,24550.75,24520.75,24538.25
2025-09-16T10:15:00-04:00,24538.5,24559.75,24536.5,24546.25,0,0,0,0,0,0,0,NaN,24559.75,24536.5,24546.25
2025-09-16T10:20:00-04:00,24547,24561.25,24534.5,24556.75,0,0,0,0,0,0,0,NaN,24561.25,24534.5,24556.75
2025-09-16T10:25:00-04:00,24556.75,24557.5,24535,24538.75,0,0,0,0,0,0,0,NaN,24557.5,24535,24538.75
2025-09-16T10:30:00-04:00,24539,24548.75,24534,24545.25,0,0,0,0,0,0,0,NaN,24548.75,24534,24545.25
2025-09-16T10:35:00-04:00,24545,24556.75,24527.25,24533,0,0,0,0,0,0,0,NaN,24556.75,24527.25,24533
2025-09-16T10:40:00-04:00,24534.5,24538.75,24530.5,24531.75,0,0,0,0,0,0,0,NaN,24538.75,24530.5,24531.75
2025-09-16T10:45:00-04:00,24532,24544.25,24527,24538,0,0,0,0,0,0,0,NaN,24544.25,24527,24538
2025-09-16T10:50:00-04:00,24538,24550.75,24536.5,24547,0,0,0,0,0,0,0,NaN,24550.75,24536.5,24547
2025-09-16T10:55:00-04:00,24547,24547,24535,24537.75,0,0,0,0,0,0,0,NaN,24547,24535,24537.75
2025-09-16T11:00:00-04:00,24538,24539.5,24511,24516.5,0,0,0,0,0,0,0,NaN,24539.5,24511,24516.5
2025-09-16T11:05:00-04:00,24516.25,24530,24515.5,24527.75,0,0,0,0,0,0,0,NaN,24530,24515.5,24527.75
2025-09-16T11:10:00-04:00,24528,24536,24519.5,24529.75,0,0,0,0,0,0,0,NaN,24536,24519.5,24529.75
2025-09-16T11:15:00-04:00,24529.5,24531.75,24518.25,24530.75,0,0,0,0,0,0,0,NaN,24531.75,24518.25,24530.75
2025-09-16T11:20:00-04:00,24531.25,24542.5,24524.75,24526,0,0,0,0,0,0,0,NaN,24542.5,24524.75,24526
2025-09-16T11:25:00-04:00,24525.25,24532,24515.75,24517,0,0,0,0,0,0,0,NaN,24532,24515.75,24517
2025-09-16T11:30:00-04:00,24517.25,24524,24513,24514.25,0,0,0,0,0,0,0,NaN,24524,24513,24514.25
2025-09-16T11:35:00-04:00,24514.75,24520.75,24509.5,24519.75,0,0,0,0,0,0,0,NaN,24520.75,24509.5,24519.75
2025-09-16T11:40:00-04:00,24519,24523.5,24502.5,24511.5,0,0,0,0,0,0,0,NaN,24523.5,24502.5,24511.5
2025-09-16T11:45:00-04:00,24511.5,24523.5,24510.25,24511.75,0,0,0,0,0,0,0,NaN,24523.5,24510.25,24511.75
2025-09-16T11:50:00-04:00,24512,24525.25,24507.25,24522.25,0,0,0,0,0,0,0,NaN,24525.25,24507.25,24522.25
2025-09-16T11:55:00-04:00,24522.5,24525,24502.25,24509.25,0,0,0,0,0,0,0,NaN,24525,24502.25,24509.25
2025-09-16T12:00:00-04:00,24508.75,24516,24499.25,24500.25,0,0,0,0,0,0,0,NaN,24516,24499.25,24500.25
2025-09-16T12:05:00-04:00,24500.25,24516,24499.75,24514.5,0,0,0,0,0,0,0,NaN,24516,24499.75,24514.5
2025-09-16T12:10:00-04:00,24514.5,24520,24508.75,24518,0,0,0,0,0,0,0,NaN,24520,24508.75,24518
2025-09-16T12:15:00-04:00,24518,24520.25,24514.25,24516.25,0,0,0,0,0,0,0,NaN,24520.25,24514.25,24516.25
2025-09-16T12:20:00-04:00,24516.25,24519,24510.25,24516.5,0,0,0,0,0,0,0,NaN,24519,24510.25,24516.5
2025-09-16T12:25:00-04:00,24516.5,24528,24514.5,24526,0,0,0,0,0,0,0,NaN,24528,24514.5,24526
