time,open,high,low,close,source_file
2025-07-09 13:55:00-04:00,22972.25,22987.5,22961.5,22983.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 14:00:00-04:00,22983.25,22995.75,22981.75,22994.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 14:05:00-04:00,22994.5,23019.0,22994.0,23009.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 14:10:00-04:00,23009.5,23026.5,23006.5,23015.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 14:15:00-04:00,23016.0,23018.5,23000.75,23010.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 14:20:00-04:00,23010.0,23022.5,23001.5,23019.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 14:25:00-04:00,23018.25,23023.25,23010.25,23013.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 14:30:00-04:00,23013.25,23017.5,23008.25,23012.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 14:35:00-04:00,23012.0,23025.25,23010.75,23019.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 14:40:00-04:00,23019.5,23021.5,23009.5,23014.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 14:45:00-04:00,23014.0,23016.5,23008.0,23015.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 14:50:00-04:00,23015.25,23029.0,23012.25,23026.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 14:55:00-04:00,23026.75,23039.75,23025.25,23032.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 15:00:00-04:00,23032.5,23041.25,23029.5,23039.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 15:05:00-04:00,23039.5,23039.75,23029.0,23030.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 15:10:00-04:00,23030.75,23034.25,23022.75,23030.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 15:15:00-04:00,23031.0,23042.25,23028.25,23041.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 15:20:00-04:00,23041.75,23050.25,23038.25,23040.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 15:25:00-04:00,23040.25,23047.0,23035.75,23036.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 15:30:00-04:00,23036.5,23039.25,23031.0,23038.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 15:35:00-04:00,23038.75,23045.25,23032.25,23043.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 15:40:00-04:00,23043.25,23045.75,23035.0,23042.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 15:45:00-04:00,23042.0,23046.0,23037.5,23045.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 15:50:00-04:00,23045.25,23058.0,23026.0,23042.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 15:55:00-04:00,23042.75,23057.25,23041.0,23051.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 16:00:00-04:00,23051.25,23060.5,23041.0,23041.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 16:05:00-04:00,23041.0,23055.0,23039.75,23048.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 16:10:00-04:00,23049.0,23059.5,23047.0,23058.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 16:15:00-04:00,23057.75,23059.25,23039.0,23040.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 16:20:00-04:00,23040.5,23042.0,23031.0,23032.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 16:25:00-04:00,23033.25,23040.75,23031.5,23038.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 16:30:00-04:00,23037.5,23043.0,23034.25,23041.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 16:35:00-04:00,23041.25,23043.5,23038.75,23041.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 16:40:00-04:00,23042.0,23044.25,23038.5,23038.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 16:45:00-04:00,23039.0,23042.5,23037.0,23042.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 16:50:00-04:00,23042.25,23043.5,23041.0,23043.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 16:55:00-04:00,23042.75,23044.0,23039.75,23043.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 18:00:00-04:00,23041.0,23046.75,23033.25,23046.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 18:05:00-04:00,23045.75,23054.75,23042.25,23051.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 18:10:00-04:00,23052.0,23059.75,23049.0,23057.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 18:15:00-04:00,23056.75,23063.75,23055.75,23061.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 18:20:00-04:00,23061.25,23064.25,23058.75,23062.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 18:25:00-04:00,23063.75,23065.25,23054.0,23055.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 18:30:00-04:00,23054.0,23059.75,23053.25,23058.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 18:35:00-04:00,23058.5,23063.0,23056.25,23057.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 18:40:00-04:00,23058.0,23059.25,23055.75,23057.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 18:45:00-04:00,23057.25,23058.75,23052.75,23055.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 18:50:00-04:00,23054.75,23058.5,23054.75,23056.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 18:55:00-04:00,23058.0,23060.0,23056.75,23057.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 19:00:00-04:00,23057.25,23059.25,23055.5,23056.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 19:05:00-04:00,23057.0,23057.75,23051.0,23053.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 19:10:00-04:00,23052.75,23053.5,23045.25,23046.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 19:15:00-04:00,23046.5,23048.25,23042.75,23047.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 19:20:00-04:00,23047.5,23052.0,23047.5,23049.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 19:25:00-04:00,23049.25,23050.0,23045.5,23046.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 19:30:00-04:00,23046.25,23047.0,23035.0,23040.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 19:35:00-04:00,23040.75,23041.5,23032.25,23037.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 19:40:00-04:00,23038.0,23041.0,23032.75,23036.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 19:45:00-04:00,23037.0,23038.5,23030.75,23034.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 19:50:00-04:00,23033.75,23035.0,23030.75,23034.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 19:55:00-04:00,23033.75,23037.25,23033.0,23034.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 20:00:00-04:00,23035.0,23035.0,23019.75,23024.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 20:05:00-04:00,23024.0,23025.5,23017.0,23023.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 20:10:00-04:00,23023.5,23023.5,23016.0,23018.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 20:15:00-04:00,23018.5,23021.5,23014.5,23020.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 20:20:00-04:00,23020.25,23022.5,23013.0,23017.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 20:25:00-04:00,23016.25,23020.0,23010.5,23013.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 20:30:00-04:00,23013.25,23021.75,23011.25,23017.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 20:35:00-04:00,23017.0,23019.0,23008.75,23013.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 20:40:00-04:00,23012.5,23013.75,23004.5,23007.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 20:45:00-04:00,23008.0,23017.5,23008.0,23012.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 20:50:00-04:00,23012.0,23016.5,23006.0,23008.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 20:55:00-04:00,23007.5,23009.5,23003.5,23006.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 21:00:00-04:00,23005.5,23009.75,23003.5,23007.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 21:05:00-04:00,23007.75,23010.75,23004.25,23005.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 21:10:00-04:00,23006.25,23010.75,23001.0,23003.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 21:15:00-04:00,23003.5,23007.25,22997.0,23000.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 21:20:00-04:00,23001.0,23005.25,22997.25,23001.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 21:25:00-04:00,23002.0,23006.5,23000.5,23003.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 21:30:00-04:00,23002.75,23008.75,22998.75,23008.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 21:35:00-04:00,23008.5,23012.5,23004.25,23005.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 21:40:00-04:00,23006.5,23007.75,23004.5,23005.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 21:45:00-04:00,23005.5,23005.5,22998.75,23002.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 21:50:00-04:00,23002.75,23010.0,22991.75,22998.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 21:55:00-04:00,22997.75,23000.25,22987.5,22990.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 22:00:00-04:00,22990.5,23005.0,22989.75,23004.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 22:05:00-04:00,23003.0,23008.0,23001.75,23005.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 22:10:00-04:00,23006.25,23013.25,23004.25,23013.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 22:15:00-04:00,23013.5,23013.75,23003.5,23007.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 22:20:00-04:00,23008.25,23019.75,23008.25,23016.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 22:25:00-04:00,23016.5,23018.0,23014.25,23015.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 22:30:00-04:00,23015.0,23019.25,23015.0,23016.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 22:35:00-04:00,23017.25,23020.0,23015.75,23018.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 22:40:00-04:00,23018.25,23021.75,23016.5,23018.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 22:45:00-04:00,23017.5,23018.75,23015.25,23018.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 22:50:00-04:00,23018.0,23019.25,23015.5,23017.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 22:55:00-04:00,23017.25,23019.5,23015.5,23018.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 23:00:00-04:00,23018.0,23018.0,23011.25,23011.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 23:05:00-04:00,23012.25,23012.75,22999.0,22999.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 23:10:00-04:00,22999.5,23001.5,22995.25,22998.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 23:15:00-04:00,22998.75,23004.5,22998.75,23002.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 23:20:00-04:00,23001.5,23005.25,23000.75,23001.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 23:25:00-04:00,23000.5,23002.75,22998.75,23000.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 23:30:00-04:00,23000.75,23003.0,22993.0,22994.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 23:35:00-04:00,22994.5,22998.75,22993.25,22996.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 23:40:00-04:00,22996.0,22997.25,22993.5,22994.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 23:45:00-04:00,22994.25,22999.75,22994.0,22997.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 23:50:00-04:00,22997.75,22998.5,22993.75,22996.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-09 23:55:00-04:00,22996.25,22998.75,22996.0,22997.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 00:00:00-04:00,22996.75,22997.0,22994.5,22995.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 00:05:00-04:00,22995.25,22996.25,22988.5,22992.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 00:10:00-04:00,22993.75,22994.25,22990.25,22991.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 00:15:00-04:00,22991.75,22993.75,22989.75,22990.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 00:20:00-04:00,22991.75,22992.75,22988.0,22988.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 00:25:00-04:00,22988.0,22993.25,22984.0,22991.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 00:30:00-04:00,22991.25,22997.25,22990.0,22996.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 00:35:00-04:00,22996.75,22997.75,22991.5,22994.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 00:40:00-04:00,22993.25,22995.75,22989.0,22995.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 00:45:00-04:00,22994.5,22994.5,22990.25,22990.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 00:50:00-04:00,22990.0,22993.5,22989.5,22993.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 00:55:00-04:00,22994.25,22995.25,22990.75,22995.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 01:00:00-04:00,22995.25,23001.25,22994.75,22998.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 01:05:00-04:00,22998.0,22998.0,22995.75,22997.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 01:10:00-04:00,22998.0,23002.0,22996.0,23000.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 01:15:00-04:00,22999.5,23001.5,22994.0,22996.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 01:20:00-04:00,22995.5,22999.5,22995.25,22997.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 01:25:00-04:00,22997.0,22997.25,22992.5,22994.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 01:30:00-04:00,22995.0,22996.25,22976.5,22985.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 01:35:00-04:00,22985.25,22987.25,22981.75,22984.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 01:40:00-04:00,22984.5,22986.75,22983.25,22986.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 01:45:00-04:00,22986.0,22988.25,22982.0,22987.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 01:50:00-04:00,22986.25,22991.5,22983.75,22988.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 01:55:00-04:00,22987.75,22992.5,22987.0,22992.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 02:00:00-04:00,22992.0,22995.75,22987.75,22989.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 02:05:00-04:00,22989.5,22989.5,22983.25,22984.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 02:10:00-04:00,22984.5,22987.25,22984.25,22986.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 02:15:00-04:00,22987.0,22988.0,22982.0,22983.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 02:20:00-04:00,22982.5,22984.5,22980.75,22983.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 02:25:00-04:00,22983.75,22989.5,22983.75,22985.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 02:30:00-04:00,22985.75,22994.5,22985.25,22989.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 02:35:00-04:00,22989.0,22993.0,22987.75,22992.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 02:40:00-04:00,22992.75,22995.0,22988.75,22989.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 02:45:00-04:00,22989.25,22990.0,22984.0,22987.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 02:50:00-04:00,22987.0,22992.25,22986.25,22989.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 02:55:00-04:00,22989.75,22996.75,22988.75,22992.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 03:00:00-04:00,22992.5,22996.5,22986.0,22992.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 03:05:00-04:00,22992.0,22996.5,22983.25,22989.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 03:10:00-04:00,22990.0,22995.25,22987.0,22990.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 03:15:00-04:00,22989.0,22999.0,22983.25,22998.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 03:20:00-04:00,22998.25,23010.0,22996.75,23007.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 03:25:00-04:00,23008.0,23011.25,23003.0,23006.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 03:30:00-04:00,23006.0,23007.5,23003.5,23006.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 03:35:00-04:00,23006.25,23010.75,23003.5,23009.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 03:40:00-04:00,23010.0,23017.25,23010.0,23014.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 03:45:00-04:00,23014.0,23021.75,23013.5,23020.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 03:50:00-04:00,23020.75,23021.25,23010.5,23016.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 03:55:00-04:00,23016.75,23022.0,23014.25,23019.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 04:00:00-04:00,23020.0,23026.5,23016.0,23025.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 04:05:00-04:00,23025.25,23027.75,23017.0,23020.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 04:10:00-04:00,23020.25,23023.5,23017.25,23020.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 04:15:00-04:00,23020.25,23029.0,23019.25,23024.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 04:20:00-04:00,23024.75,23042.0,23024.75,23039.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 04:25:00-04:00,23038.5,23040.5,23032.25,23036.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 04:30:00-04:00,23037.25,23039.0,23032.75,23037.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 04:35:00-04:00,23037.5,23042.75,23036.75,23039.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 04:40:00-04:00,23039.75,23044.75,23039.25,23042.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 04:45:00-04:00,23042.5,23042.5,23035.0,23035.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 04:50:00-04:00,23036.0,23043.75,23036.0,23043.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 04:55:00-04:00,23043.0,23046.5,23042.0,23046.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 05:00:00-04:00,23045.75,23050.25,23043.0,23043.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 05:05:00-04:00,23043.5,23049.0,23040.0,23041.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 05:10:00-04:00,23041.5,23045.25,23040.75,23042.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 05:15:00-04:00,23041.75,23043.75,23033.0,23033.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 05:20:00-04:00,23034.25,23034.5,23018.25,23019.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 05:25:00-04:00,23019.75,23024.5,23017.25,23021.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 05:30:00-04:00,23021.75,23022.5,23012.0,23020.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 05:35:00-04:00,23020.0,23022.25,23013.0,23015.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 05:40:00-04:00,23015.0,23017.5,23013.75,23014.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 05:45:00-04:00,23015.5,23021.25,23015.0,23018.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 05:50:00-04:00,23018.75,23026.0,23017.75,23023.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 05:55:00-04:00,23023.0,23034.5,23021.5,23025.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 06:00:00-04:00,23024.0,23030.75,23021.5,23029.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 06:05:00-04:00,23030.5,23039.0,23029.5,23036.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 06:10:00-04:00,23036.25,23037.25,23032.75,23034.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 06:15:00-04:00,23034.25,23035.25,23029.25,23030.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 06:20:00-04:00,23030.5,23035.75,23028.0,23033.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 06:25:00-04:00,23032.5,23034.5,23029.25,23032.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 06:30:00-04:00,23033.5,23041.75,23033.5,23039.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 06:35:00-04:00,23039.25,23044.75,23039.0,23040.25,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 06:40:00-04:00,23040.0,23043.75,23039.25,23043.75,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 06:45:00-04:00,23043.5,23047.0,23040.0,23040.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 06:50:00-04:00,23040.5,23053.5,23039.25,23046.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 06:55:00-04:00,23046.5,23047.75,23041.75,23044.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 07:00:00-04:00,23043.5,23051.25,23038.25,23050.5,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 07:05:00-04:00,23050.75,23057.5,23046.5,23048.0,"CME_MINI_NQ1!, 5_bda03.csv"
2025-07-10 07:10:00-04:00,23048.0,23055.75,23045.75,23053.0,"CME_MINI_NQ1!, 5_bda03.csv"
